source_sector,target_sector,input_coefficient,input_value
"Paper, Paper products and
 newsprint","Miscellaneous
 manufacturing",0.02496395124040991,227436.0
"Paper, Paper products and
 newsprint",Electricity,0.01220614534564563,834360.0
"Paper, Paper products and
 newsprint",Railway Transport,0.009569172549305,144639.0
"Paper, Paper products and
 newsprint",Land transport,0.013791026906771142,1234832.0
"Paper, Paper products and
 newsprint",Water Transport,0.011986634541073782,26367.0
"Paper, Paper products and
 newsprint",Air transport,0.02018848731450455,168695.0
"Paper, Paper products and
 newsprint","Supportive and Auxiliary
 transport activities",0.005112857284562731,97676.0
"Paper, Paper products and
 newsprint",Storage and warehousing,0.009976092442555453,15022.0
"Paper, Paper products and
 newsprint",Communication services,0.011582138889344958,634890.0
"Paper, Paper products and
 newsprint",Trade,0.001898728547993063,407747.0
"Paper, Paper products and
 newsprint",Financial services,0.006316741673328405,506211.0
"Paper, Paper products and
 newsprint",Insurance services,0.002418544087019906,41999.0
"Paper, Paper products and
 newsprint",Education and research,0.019802750734124405,1343014.0
"Paper, Paper products and
 newsprint",Legal services,0.06274560073270112,489975.0
"Paper, Paper products and
 newsprint",Computer related services,0.0011158221164770828,83478.0
"Paper, Paper products and
 newsprint",Other Business services,0.003949961708888398,193526.0
"Paper, Paper products and
 newsprint",Real estate services,0.011165700886113053,247605.0
"Paper, Paper products and
 newsprint","Renting of machinery &
 equipment",0.0051639526681679475,10952.0
"Paper, Paper products and
 newsprint","Community, social and
 personal services",0.012670886322609605,547511.0
"Paper, Paper products and
 newsprint",Other services,0.0023223090909644663,36600.0
"Publishing, printing and
 allied activities",Forestry and Logging,0.0017398629262895993,37901.0
"Publishing, printing and
 allied activities",Manganese ore,0.0015350683722981915,348.0
"Publishing, printing and
 allied activities",Lime stone,0.0037182351582047317,6775.0
"Publishing, printing and
 allied activities",Beverages,0.0011776360653788195,7942.0
"Publishing, printing and
 allied activities","Paper, Paper products and
 newsprint",0.0020378363686231263,24779.0
"Publishing, printing and
 allied activities","Publishing, printing and
 allied activities",0.002318629829341011,8406.0
"Publishing, printing and
 allied activities",Petroleum products,0.0016819397851198807,190473.0
"Publishing, printing and
 allied activities","Soaps, cosmetics &
 glycerin",0.001636276339903082,13833.0
"Publishing, printing and
 allied activities","Other non-electrical
 machinery",0.0010905827484946342,25274.0
"Publishing, printing and
 allied activities",Electricity,0.0012513361717785424,85536.0
"Publishing, printing and
 allied activities",Railway Transport,0.0030701086992477723,46405.0
"Publishing, printing and
 allied activities",Water Transport,0.003999636314042824,8798.0
"Publishing, printing and
 allied activities",Air transport,0.006466850167544279,54037.0
"Publishing, printing and
 allied activities","Supportive and Auxiliary
 transport activities",0.0032039895320324363,61209.0
"Publishing, printing and
 allied activities",Storage and warehousing,0.004649355824146633,7001.0
"Publishing, printing and
 allied activities",Financial services,0.001896878051338271,152012.0
"Publishing, printing and
 allied activities","Renting of machinery &
 equipment",0.0022193868890674332,4707.0
Furniture & Fixtures,Iron ore,0.0016454755753676782,9745.0
Furniture & Fixtures,Manganese ore,0.02030877812086458,4604.0
Furniture & Fixtures,Bauxite,0.0010302734375,422.0
Furniture & Fixtures,Copper ore,0.0018134715025906736,315.0
Furniture & Fixtures,"Other non metallic
 minerals",0.0017511944019087235,15401.0
Furniture & Fixtures,"Wood and wood products
 except furniture",0.004737398314174082,34903.0
Furniture & Fixtures,Furniture & Fixtures,0.014148220754788278,117191.0
Furniture & Fixtures,"Hand tools, hardware",0.0020983518568216102,6349.0
Furniture & Fixtures,"Tractors and agri.
 implements",0.00190312631954319,10204.0
Furniture & Fixtures,Machine tools,0.001933464694318847,7535.0
Furniture & Fixtures,"Communication
 equipment",0.001426083132934638,3347.0
Furniture & Fixtures,Ships and boats,0.0012903215806865595,1665.0
Furniture & Fixtures,Motor vehicles,0.0014804439537539373,92243.0
Furniture & Fixtures,"Bicycles, cycle-rickshaw",0.0064695721289321564,21749.0
Furniture & Fixtures,"Miscellaneous
 manufacturing",0.0019126121210544624,17425.0
Furniture & Fixtures,"Construction and
 construction services",0.003364324054148356,906046.0
Furniture & Fixtures,Water Transport,0.004482429422193936,9860.0
Furniture & Fixtures,Storage and warehousing,0.004482002922034799,6749.0
Furniture & Fixtures,Real estate services,0.0031838740952853375,70604.0
Furniture & Fixtures,"Renting of machinery &
 equipment",0.0020567167219273726,4362.0
Leather footwear,Coal and Lignite,0.004000661015283746,44787.0
"Leather and leather
 products",Coal and Lignite,0.005913317671439673,66199.0
"Leather and leather
 products",Silk textiles,0.0026249231272512732,14700.0
"Leather and leather
 products",Carpet weaving,0.002216161509859971,3243.0
"Leather and leather
 products","Miscellaneous textile
 products",0.0062863130576433415,55547.0
"Leather and leather
 products",Ready made garments,0.005971067586195959,96386.0
"Leather and leather
 products",Leather footwear,0.07111650746140406,317810.0
"Leather and leather
 products","Leather and leather
 products",0.1224292209324429,352300.0
"Leather and leather
 products",Rubber products,0.008261438771915562,97559.0
"Leather and leather
 products",Plastic products,0.003253666852878674,71074.0
"Leather and leather
 products","Miscellaneous
 manufacturing",0.0010067419440064004,9172.0
Rubber products,Iron ore,0.0033676105567093865,19944.0
Rubber products,Manganese ore,0.026987207763564183,6118.0
Rubber products,Bauxite,0.002861328125,1172.0
Rubber products,Copper ore,0.006724237190558434,1168.0
Rubber products,Other Metallic minerals,0.02747909527073338,60138.0
Rubber products,Lime stone,0.035970563651520966,65542.0
Rubber products,"Other non metallic
 minerals",0.01162763064341186,102260.0
Rubber products,Silk textiles,0.0010087204589008464,5649.0
Rubber products,Carpet weaving,0.0027321041370398287,3998.0
Rubber products,"Miscellaneous textile
 products",0.002434309573332642,21510.0
Rubber products,Ready made garments,0.00359976340234759,58108.0
Rubber products,"Wood and wood products
 except furniture",0.0028392086048733187,20918.0
Rubber products,Leather footwear,0.007175872884026008,32068.0
Rubber products,"Leather and leather
 products",0.008508535467811332,24484.0
Rubber products,Rubber products,0.0056259823049616565,66437.0
Rubber products,Plastic products,0.001524930305544102,33311.0
Rubber products,Inorganic heavy chemicals,0.001321412653050523,25200.0
Rubber products,"Synthetic fibers, resin",0.001728493494744598,16229.0
Rubber products,"Iron and steel casting &
 forging",0.0021197222510446734,41103.0
Rubber products,Iron and steel foundries,0.001515132304649364,46366.0
Rubber products,"Non ferrous basic metals
 (including alloys)",0.001315603549246564,34179.0
Rubber products,"Hand tools, hardware",0.0012400403475814586,3752.0
Rubber products,"Tractors and agri.
 implements",0.01979445340511151,106132.0
Rubber products,Industrial machinery(F & T),0.006809341536363495,8788.0
Rubber products,"Industrial
 machinery(others)",0.009932256788784007,52364.0
Rubber products,Machine tools,0.012156835676542006,47377.0
Rubber products,"Other non-electrical
 machinery",0.004789821826032677,111003.0
Rubber products,"Electrical industrial
 Machinery",0.003272466658472755,35305.0
Rubber products,Electrical wires & cables,0.006429069923920221,20543.0
Rubber products,Batteries,0.0022416645539246253,5367.0
Rubber products,Electrical appliances,0.002168197024799823,13813.0
Rubber products,"Electronic
 equipments(incl.TV)",0.0026292996539926516,10039.0
Rubber products,Watches and clocks,0.0011222314761225843,477.0
Rubber products,"Communication
 equipment",0.001353223791514912,3176.0
Rubber products,Ships and boats,0.001370918243984699,1769.0
Rubber products,Rail equipments,0.01210157606102309,17499.0
Rubber products,Motor vehicles,0.0859011221750083,5352298.0
Rubber products,Motor cycles and scooters,0.0449337246577781,600763.0
Rubber products,"Bicycles, cycle-rickshaw",0.058566449427780935,196885.0
Rubber products,"Other transport
 equipments",0.05734640557535065,140585.0
Rubber products,Aircraft & spacecraft,0.002114934709567136,970.0
Rubber products,"Medical, precision&optical
 instru.s",0.003791136459755968,18457.0
Rubber products,"Miscellaneous
 manufacturing",0.002475803673027515,22556.0
Rubber products,"Construction and
 construction services",0.002309316684146339,621922.0
Rubber products,Water Supply,0.011027678261402028,121383.0
Rubber products,Land transport,0.008433584099853918,755133.0
Rubber products,Trade,0.0012749910487852728,273801.0
Rubber products,Real estate services,0.0022234898874884446,49307.0
Rubber products,"Community, social and
 personal services",0.023525417333581607,1016537.0
Plastic products,Bauxite,0.00447998046875,1835.0
Plastic products,Lime stone,0.001297403382139629,2364.0
Plastic products,Sugar,0.003034888137766079,16363.0
Plastic products,"Khandsari, boora",0.0038894255974925647,8205.0
Plastic products,"Hydrogenated
 oil(vanaspati)",0.011806639840133212,15131.0
Plastic products,"Edible oils other than
 vanaspati",0.00837278735729659,59486.0
Plastic products,Tea and coffee processing,0.011373889484730643,37414.0
Plastic products,"Miscellaneous food
 products",0.00918037491513565,387071.0
Plastic products,"Grain Mill products, starch and starch products",0.0025004556040012474,69426.0
Plastic products,Beverages,0.029585474180900143,199525.0
Plastic products,Tobacco Products,0.021386918139220612,131040.0
Plastic products,"Khadi, cotton
 textiles(handlooms)",0.00401563185180578,7683.0
Plastic products,Cotton textiles,0.0041995388268661815,74507.0
Plastic products,Woolen textiles,0.0025302813090655432,7893.0
Plastic products,Silk textiles,0.008899203666178348,49837.0
Plastic products,"Art silk, synthetic fiber
 textiles",0.030189074110179084,453532.0
Plastic products,"Jute, hemp, mesta textiles",0.0025603375549032386,4000.0
Plastic products,Carpet weaving,0.004157609197036097,6084.0
Plastic products,"Miscellaneous textile
 products",0.017260397902668586,152516.0
Plastic products,Ready made garments,0.035995341890793876,581043.0
Plastic products,"Wood and wood products
 except furniture",0.007608096372930688,56053.0
Plastic products,"Paper, Paper products and
 newsprint",0.016895480187656284,205440.0
Plastic products,"Publishing, printing and
 allied activities",0.012697849654260462,46035.0
Plastic products,Furniture & Fixtures,0.024729657080913393,204838.0
Plastic products,Leather footwear,0.01495189829003523,66818.0
Plastic products,"Leather and leather
 products",0.04348061792178917,125119.0
Plastic products,Rubber products,0.0035426489716283227,41835.0
Plastic products,Plastic products,0.06485424076979064,1416694.0
Plastic products,Petroleum products,0.008752227495343148,991155.0
Plastic products,Coal tar products,0.004576597528800951,15664.0
Plastic products,Inorganic heavy chemicals,0.0120640255892609,230067.0
Plastic products,Organic heavy chemicals,0.012792322983734072,398953.0
Plastic products,Fertilizers,0.001312921566047866,1477.0
Plastic products,Pesticides,0.006814822785018209,22801.0
Plastic products,"Paints, varnishes and
 lacquers",0.022778137271296576,137847.0
Plastic products,"Soaps, cosmetics &
 glycerin",0.03161220120627621,267248.0
Plastic products,"Synthetic fibers, resin",0.015663799974033724,147069.0
Plastic products,Other chemicals,0.013736963590898025,155948.0
Plastic products,Drugs and medicine,0.013199195342196803,304101.0
Plastic products,Structural clay products,0.004865884582941306,40991.0
Plastic products,Cement,0.048318262110917394,508583.0
Plastic products,"Other non-metallic mineral
 prods.",0.0032145485183295262,42182.0
Plastic products,"Iron, steel and ferro alloys",0.0016770245765344136,11673.0
Plastic products,"Iron and steel casting &
 forging",0.004077460034032725,79065.0
Plastic products,Iron and steel foundries,0.015135605092852259,463179.0
Plastic products,"Non ferrous basic metals
 (including alloys)",0.009080701475085693,235914.0
Plastic products,"Hand tools, hardware",0.010082598849591567,30507.0
Plastic products,"Miscellaneous metal
 products",0.010666857707555882,206219.0
Plastic products,"Tractors and agri.
 implements",0.007923227391888847,42482.0
Plastic products,Industrial machinery(F & T),0.012929070650405244,16686.0
Plastic products,"Industrial
 machinery(others)",0.021443007218165763,113050.0
Plastic products,Machine tools,0.039691579665032055,154684.0
Plastic products,"Other non-electrical
 machinery",0.015895478728889863,368374.0
Plastic products,"Electrical industrial
 Machinery",0.01609844113610625,173678.0
Plastic products,Electrical wires & cables,0.03120867015300454,99722.0
Plastic products,Batteries,0.012853128995327465,30773.0
Plastic products,Other electrical Machinery,0.0020891941976659,6328.0
Plastic products,Electrical appliances,0.031748946863397624,202264.0
Plastic products,"Electronic
 equipments(incl.TV)",0.03494750174627507,133434.0
Plastic products,Watches and clocks,0.022870465784879754,9721.0
Plastic products,"Communication
 equipment",0.03511436786212797,82413.0
Plastic products,Ships and boats,0.016569589019014612,21381.0
Plastic products,Rail equipments,0.01568592195074723,22682.0
Plastic products,Motor vehicles,0.05617399118865977,3500070.0
Plastic products,Motor cycles and scooters,0.02872479988750918,384050.0
Plastic products,"Bicycles, cycle-rickshaw",0.023475364075178994,78918.0
Plastic products,"Other transport
 equipments",0.021756023340764142,53335.0
Plastic products,Aircraft & spacecraft,0.0038199645475893015,1752.0
Plastic products,"Medical, precision&optical
 instru.s",0.020241304182163522,98544.0
Plastic products,"Miscellaneous
 manufacturing",0.03789068464050081,345206.0
Plastic products,"Construction and
 construction services",0.008525042818040224,2295879.0
Plastic products,Water Supply,0.013149849706399184,144742.0
Plastic products,Land transport,0.002496001733326781,223489.0
Plastic products,"Supportive and Auxiliary
 transport activities",0.0010073285718510709,19244.0
Plastic products,Storage and warehousing,0.06895138796652941,103827.0
Plastic products,Trade,0.005529650441851703,1187478.0
Plastic products,"Renting of machinery &
 equipment",0.005416680811898592,11488.0
Plastic products,Other services,0.0012961149672440207,20427.0
Petroleum products,Paddy,0.040197822450063085,916829.0
Petroleum products,Wheat,0.015202958502439723,221870.0
Petroleum products,Jowar,0.03337577709534866,51244.0
Petroleum products,Bajra,0.020627620591524513,32002.0
Petroleum products,Maize,0.02073967543040032,55780.0
Petroleum products,Gram,0.0216841055533038,72973.0
Petroleum products,Pulses,0.0358220302325004,219289.0
Petroleum products,Sugarcane,0.004214011528234238,31554.0
Petroleum products,Groundnut,0.011172942674974134,33833.0
Petroleum products,Coconut,0.006102959153896508,12381.0
Petroleum products,Other oilseeds,0.011814543733912459,86167.0
Petroleum products,Jute,0.0076852330516115844,5114.0
Petroleum products,Cotton,0.008471481650123524,52801.0
Petroleum products,Tea,0.0019792169275268247,2293.0
Petroleum products,Coffee,0.0025420937922834316,2061.0
Petroleum products,Rubber,0.0012019844599277716,659.0
Petroleum products,Tobacco,0.004356807231778231,4676.0
Petroleum products,Fruits,0.010350969824406765,200668.0
Petroleum products,Vegetables,0.011670641105382263,291587.0
Petroleum products,Other crops,0.01494421197764937,546797.0
Petroleum products,Forestry and Logging,0.011476641005513245,250006.0
Petroleum products,Fishing & Aquaculture,0.0019694022909254117,30277.0
Petroleum products,Coal and Lignite,0.0327127531286568,366216.0
Petroleum products,Crude petroleum,0.005517801094066138,80552.0
Petroleum products,Natural Gas,0.06619147454849188,335606.0
Petroleum products,Iron ore,0.04653800043901862,275612.0
Petroleum products,Manganese ore,0.06663872959858844,15107.0
Petroleum products,Bauxite,0.06294189453125,25781.0
Petroleum products,Copper ore,0.016597582037996546,2883.0
Petroleum products,Other Metallic minerals,0.03757733607493717,82238.0
Petroleum products,Lime stone,0.03941493912796272,71818.0
Petroleum products,Mica,0.013043478260869565,3.0
Petroleum products,"Other non metallic
 minerals",0.028743989614499584,252791.0
Petroleum products,Sugar,0.021295036456494065,114815.0
Petroleum products,"Khandsari, boora",0.01556576091954459,32837.0
Petroleum products,"Hydrogenated
 oil(vanaspati)",0.004581890763416973,5872.0
Petroleum products,"Edible oils other than
 vanaspati",0.007025366226754945,49913.0
Petroleum products,Tea and coffee processing,0.01163958626694197,38288.0
Petroleum products,"Miscellaneous food
 products",0.006920092617023863,291771.0
Petroleum products,"Grain Mill products, starch and starch products",0.0028380707745700217,78800.0
Petroleum products,Beverages,0.015746841757118418,106197.0
Petroleum products,Tobacco Products,0.0037872667538203166,23205.0
Petroleum products,"Khadi, cotton
 textiles(handlooms)",0.0030204785203157103,5779.0
Petroleum products,Cotton textiles,0.010471538538280695,185783.0
Petroleum products,Woolen textiles,0.0066089293637014105,20616.0
Petroleum products,Silk textiles,0.008308328113248113,46528.0
Petroleum products,"Art silk, synthetic fiber
 textiles",0.012817236658518966,192554.0
Petroleum products,"Jute, hemp, mesta textiles",0.003106329538486354,4853.0
Petroleum products,Carpet weaving,0.003467407801735891,5074.0
Petroleum products,"Miscellaneous textile
 products",0.00829917359094387,73333.0
Petroleum products,Ready made garments,0.010750412026336977,173535.0
Petroleum products,"Wood and wood products
 except furniture",0.004037572347698949,29747.0
Petroleum products,"Paper, Paper products and
 newsprint",0.009077866501527821,110382.0
Petroleum products,"Publishing, printing and
 allied activities",0.002911113397438143,10554.0
Petroleum products,Furniture & Fixtures,0.005773569311263151,47823.0
Petroleum products,Leather footwear,0.00457431687337095,20442.0
Petroleum products,"Leather and leather
 products",0.007119521570374561,20487.0
Petroleum products,Rubber products,0.012903676530363384,152379.0
Petroleum products,Plastic products,0.012652238387198624,276379.0
Petroleum products,Petroleum products,0.06518955349144784,7382458.0
Petroleum products,Coal tar products,0.013968790082480432,47810.0
Petroleum products,Inorganic heavy chemicals,0.025702734590073675,490164.0
Petroleum products,Organic heavy chemicals,0.0175365573271964,546911.0
Petroleum products,Fertilizers,0.0375467122737277,42239.0
Petroleum products,Pesticides,0.011356643189436293,37997.0
Petroleum products,"Paints, varnishes and
 lacquers",0.011615037301767233,70291.0
Petroleum products,"Soaps, cosmetics &
 glycerin",0.008672986157596608,73321.0
Petroleum products,"Synthetic fibers, resin",0.015028275870075315,141102.0
Petroleum products,Other chemicals,0.009676601568156825,109853.0
Petroleum products,Drugs and medicine,0.004073029983169237,93840.0
Petroleum products,Structural clay products,0.024147090238767963,203419.0
Petroleum products,Cement,0.017923862276379248,188661.0
Petroleum products,"Other non-metallic mineral
 prods.",0.022865269097841402,300043.0
Petroleum products,"Iron, steel and ferro alloys",0.03851697181052855,268099.0
Petroleum products,"Iron and steel casting &
 forging",0.046660397009955466,904780.0
Petroleum products,Iron and steel foundries,0.02734577550422607,836834.0
Petroleum products,"Non ferrous basic metals
 (including alloys)",0.029845790047472044,775385.0
Petroleum products,"Hand tools, hardware",0.020471241772173653,61940.0
Petroleum products,"Miscellaneous metal
 products",0.015452173353054684,298732.0
Petroleum products,"Tractors and agri.
 implements",0.014202760913321585,76151.0
Petroleum products,Industrial machinery(F & T),0.03440778564676347,44406.0
Petroleum products,"Industrial
 machinery(others)",0.02332327728056008,122963.0
Petroleum products,Machine tools,0.038695723463485744,150803.0
Petroleum products,"Other non-electrical
 machinery",0.03458969121845718,801608.0
Petroleum products,"Electrical industrial
 Machinery",0.006949716262634521,74977.0
Petroleum products,Electrical wires & cables,0.003266642256042412,10438.0
Petroleum products,Batteries,0.005407227373785765,12946.0
Petroleum products,Other electrical Machinery,0.0011604800260422944,3515.0
Petroleum products,Electrical appliances,0.00898750865481528,57257.0
Petroleum products,"Electronic
 equipments(incl.TV)",0.005581008698767747,21309.0
Petroleum products,Watches and clocks,0.0032349439825336552,1375.0
Petroleum products,"Communication
 equipment",0.003096308971328358,7267.0
Petroleum products,Ships and boats,0.005294580804354699,6832.0
Petroleum products,Rail equipments,0.029088318891293975,42062.0
Petroleum products,Motor vehicles,0.008089807768582423,504057.0
Petroleum products,Motor cycles and scooters,0.008170543261844819,109240.0
Petroleum products,"Bicycles, cycle-rickshaw",0.01561633167615432,52498.0
Petroleum products,"Other transport
 equipments",0.006958990497673878,17060.0
Petroleum products,Aircraft & spacecraft,0.008529509880233646,3912.0
Petroleum products,"Medical, precision&optical
 instru.s",0.025454245191652968,123923.0
Petroleum products,Jems & jewelry,0.002581688326639342,46802.0
Petroleum products,"Miscellaneous
 manufacturing",0.0177349908792824,161576.0
Petroleum products,"Construction and
 construction services",0.007419821933289235,1998232.0
Petroleum products,Electricity,0.11104234828470566,7590381.0
Petroleum products,Water Supply,0.07678928243004847,845229.0
Petroleum products,Railway Transport,0.04062242393368221,614012.0
Petroleum products,Land transport,0.1700079741966611,15222310.0
Petroleum products,Water Transport,0.05120698277037778,112640.0
Petroleum products,Air transport,0.09139372905696505,763686.0
Petroleum products,"Supportive and Auxiliary
 transport activities",0.08849091512010969,1690530.0
Petroleum products,Storage and warehousing,0.04370102271217957,65805.0
Petroleum products,Communication services,0.07149960869303473,3919344.0
Petroleum products,Trade,0.027546025122819884,5915437.0
Petroleum products,Hotels & Restaurant,0.004883423457168929,181374.0
Petroleum products,Financial services,0.00859766977193951,689000.0
Petroleum products,Insurance services,0.0026249890155174028,45584.0
Petroleum products,Education and research,0.018066880048542924,1225288.0
Petroleum products,Legal services,0.014886192881622207,116245.0
Petroleum products,Computer related services,0.003732132116076083,279212.0
Petroleum products,Other Business services,0.05844506838424531,2863481.0
Petroleum products,Real estate services,0.11714468670379473,2597742.0
Petroleum products,"Renting of machinery &
 equipment",0.059953150991863664,127152.0
Petroleum products,"Community, social and
 personal services",0.06642028478581356,2870031.0
Petroleum products,Other services,0.01091428166792046,172011.0
Coal tar products,Coal tar products,0.005866541227068073,20079.0
Coal tar products,"Other non-metallic mineral
 prods.",0.001592185344304651,20893.0
Coal tar products,"Iron, steel and ferro alloys",0.01898415382020538,132140.0
Coal tar products,"Iron and steel casting &
 forging",0.004928536021405672,95568.0
Coal tar products,Iron and steel foundries,0.0073209718544714865,224036.0
Coal tar products,"Non ferrous basic metals
 (including alloys)",0.01130043363453889,293582.0
Coal tar products,"Miscellaneous metal
 products",0.0040595499280105165,78482.0
Coal tar products,Rail equipments,0.0014273760209127186,2064.0
Coal tar products,"Construction and
 construction services",0.007679942272615555,2068285.0
Coal tar products,Electricity,0.0031384639403759145,214532.0
Inorganic heavy chemicals,Bauxite,0.05052001953125,20693.0
Inorganic heavy chemicals,Copper ore,0.014179620034542314,2463.0
Inorganic heavy chemicals,Other Metallic minerals,0.010290153072880968,22520.0
Inorganic heavy chemicals,Sugar,0.0019096258795110645,10296.0
Inorganic heavy chemicals,"Khandsari, boora",0.002290992554866736,4833.0
Inorganic heavy chemicals,"Hydrogenated
 oil(vanaspati)",0.005963012468329787,7642.0
Inorganic heavy chemicals,"Edible oils other than
 vanaspati",0.0027334083730407113,19420.0
Inorganic heavy chemicals,"Miscellaneous food
 products",0.005323332434042982,224447.0
Inorganic heavy chemicals,Beverages,0.011731876793348299,79120.0
Inorganic heavy chemicals,Tobacco Products,0.0010407843175657039,6377.0
Inorganic heavy chemicals,"Khadi, cotton
 textiles(handlooms)",0.0023462412316485937,4489.0
Inorganic heavy chemicals,Cotton textiles,0.016130688642752022,286186.0
Inorganic heavy chemicals,Woolen textiles,0.005826731670287002,18176.0
Inorganic heavy chemicals,Silk textiles,0.011970363725062338,67036.0
Inorganic heavy chemicals,"Art silk, synthetic fiber
 textiles",0.06909881354992405,1038075.0
Inorganic heavy chemicals,"Jute, hemp, mesta textiles",0.008934937982223577,13959.0
Inorganic heavy chemicals,Carpet weaving,0.0067721740865594555,9910.0
Inorganic heavy chemicals,"Miscellaneous textile
 products",0.020675334740200547,182691.0
Inorganic heavy chemicals,Ready made garments,0.005737332002161791,92613.0
Inorganic heavy chemicals,"Wood and wood products
 except furniture",0.010209505308823318,75219.0
Inorganic heavy chemicals,"Paper, Paper products and
 newsprint",0.0056735226426491625,68987.0
Inorganic heavy chemicals,"Publishing, printing and
 allied activities",0.012387264692585708,44909.0
Inorganic heavy chemicals,Furniture & Fixtures,0.04870186745503581,403402.0
Inorganic heavy chemicals,Leather footwear,0.003952011070374932,17661.0
Inorganic heavy chemicals,"Leather and leather
 products",0.005290554809751663,15224.0
Inorganic heavy chemicals,Rubber products,0.04677202734195052,552329.0
Inorganic heavy chemicals,Plastic products,0.03419884301961562,747049.0
Inorganic heavy chemicals,Petroleum products,0.010811637473059982,1224375.0
Inorganic heavy chemicals,Coal tar products,0.03101065554851094,106138.0
Inorganic heavy chemicals,Inorganic heavy chemicals,0.14095299022049762,2688044.0
Inorganic heavy chemicals,Organic heavy chemicals,0.08631288488105329,2691832.0
Inorganic heavy chemicals,Fertilizers,0.13683185003715648,153932.0
Inorganic heavy chemicals,Pesticides,0.12685624791716169,424435.0
Inorganic heavy chemicals,"Paints, varnishes and
 lacquers",0.1396963906483508,845404.0
Inorganic heavy chemicals,"Soaps, cosmetics &
 glycerin",0.11584323117084544,979333.0
Inorganic heavy chemicals,"Synthetic fibers, resin",0.09588191670320727,900245.0
Inorganic heavy chemicals,Other chemicals,0.06702464563552704,760893.0
Inorganic heavy chemicals,Drugs and medicine,0.022696985623601767,522924.0
Inorganic heavy chemicals,Structural clay products,0.014923146064854878,125715.0
Inorganic heavy chemicals,"Other non-metallic mineral
 prods.",0.06625039551246527,869352.0
Inorganic heavy chemicals,"Iron, steel and ferro alloys",0.01131420512942814,78753.0
Inorganic heavy chemicals,"Iron and steel casting &
 forging",0.010272218482752702,199186.0
Inorganic heavy chemicals,Iron and steel foundries,0.02079171561235252,636267.0
Inorganic heavy chemicals,"Non ferrous basic metals
 (including alloys)",0.04481485571567752,1164277.0
Inorganic heavy chemicals,"Hand tools, hardware",0.00429354055315318,12991.0
Inorganic heavy chemicals,"Miscellaneous metal
 products",0.020360700026923317,393627.0
Inorganic heavy chemicals,"Tractors and agri.
 implements",0.002413038839891199,12938.0
Inorganic heavy chemicals,Industrial machinery(F & T),0.004595608176168854,5931.0
Inorganic heavy chemicals,"Industrial
 machinery(others)",0.003829772302007828,20191.0
Inorganic heavy chemicals,Machine tools,0.00651399266489426,25386.0
Inorganic heavy chemicals,"Other non-electrical
 machinery",0.007624931358530222,176706.0
Inorganic heavy chemicals,"Electrical industrial
 Machinery",0.002717153027233263,29314.0
Inorganic heavy chemicals,Electrical wires & cables,0.00674233960185646,21544.0
Inorganic heavy chemicals,Batteries,0.015567602245924845,37272.0
Inorganic heavy chemicals,Other electrical Machinery,0.0016877308373053224,5112.0
Inorganic heavy chemicals,Electrical appliances,0.012276142251179652,78208.0
Inorganic heavy chemicals,"Electronic
 equipments(incl.TV)",0.008509931702114676,32492.0
Inorganic heavy chemicals,"Communication
 equipment",0.003346842847087416,7855.0
Inorganic heavy chemicals,Rail equipments,0.012134770852207108,17547.0
Inorganic heavy chemicals,Motor vehicles,0.0012777401481978276,79613.0
Inorganic heavy chemicals,"Bicycles, cycle-rickshaw",0.0012094937825296863,4066.0
Inorganic heavy chemicals,"Other transport
 equipments",0.0011339972792223552,2780.0
Inorganic heavy chemicals,"Medical, precision&optical
 instru.s",0.02681381241423111,130542.0
Inorganic heavy chemicals,Jems & jewelry,0.002024883874498461,36708.0
Inorganic heavy chemicals,"Miscellaneous
 manufacturing",0.012988529705637743,118333.0
Inorganic heavy chemicals,Water Supply,0.004295854992794665,47285.0
Inorganic heavy chemicals,Storage and warehousing,0.010441625713906229,15723.0
Inorganic heavy chemicals,Trade,0.006628942032776277,1423548.0
Organic heavy chemicals,Bauxite,0.003193359375,1308.0
Organic heavy chemicals,"Hydrogenated
 oil(vanaspati)",0.0027068424826794074,3469.0
Organic heavy chemicals,"Edible oils other than
 vanaspati",0.0022419015739336997,15928.0
Organic heavy chemicals,Tea and coffee processing,0.0034650022009664796,11398.0
Organic heavy chemicals,"Miscellaneous food
 products",0.0048828738552577355,205876.0
Organic heavy chemicals,"Grain Mill products, starch and starch products",0.0038215271269863792,106106.0
Organic heavy chemicals,Beverages,0.04394026766531945,296334.0
Organic heavy chemicals,Tobacco Products,0.007515615028945131,46049.0
Organic heavy chemicals,"Khadi, cotton
 textiles(handlooms)",0.001419034293590094,2715.0
Organic heavy chemicals,Cotton textiles,0.014158105391193972,251189.0
Organic heavy chemicals,Woolen textiles,0.0029091983884162935,9075.0
Organic heavy chemicals,Silk textiles,0.2428277100456344,1359875.0
Organic heavy chemicals,"Art silk, synthetic fiber
 textiles",0.17066373534909787,2563890.0
Organic heavy chemicals,"Jute, hemp, mesta textiles",0.01915516541700858,29926.0
Organic heavy chemicals,Carpet weaving,0.004639383438310004,6789.0
Organic heavy chemicals,"Miscellaneous textile
 products",0.042079038444323404,371818.0
Organic heavy chemicals,Ready made garments,0.012411588725482543,200350.0
Organic heavy chemicals,"Wood and wood products
 except furniture",0.08342750761243975,614656.0
Organic heavy chemicals,"Paper, Paper products and
 newsprint",0.03326758208523155,404516.0
Organic heavy chemicals,"Publishing, printing and
 allied activities",0.006154602353329286,22313.0
