COUNTRY,COUNTERPART_COUNTRY,TRADE_FLOW,commodity_group,date,trade_value_usd
India,United States,Exports of goods,Other,2013-M04,""
India,Saudi Arabia,Exports of goods,Other,2013-M04,""
India,United States,Exports of goods,Other,2013-M04,3162.390205
India,Italy,Imports of goods,Other,2013-M04,320.254803
India,Qatar,Trade balance goods,Other,2013-M04,-1516.756271
India,Qatar,Exports of goods,Other,2013-M04,""
India,Italy,Trade balance goods,Other,2013-M04,""
India,Germany,Trade balance goods,Other,2013-M04,""
India,United States,Trade balance goods,Other,2013-M04,""
India,France,Trade balance goods,Other,2013-M04,""
India,France,Trade balance goods,Other,2013-M04,-29.885481
India,Saudi Arabia,Imports of goods,Other,2013-M04,""
India,Germany,Exports of goods,Other,2013-M04,""
India,France,Imports of goods,Other,2013-M04,""
India,Italy,Imports of goods,Other,2013-M04,""
India,Germany,Trade balance goods,Other,2013-M04,""
India,Italy,Trade balance goods,Other,2013-M04,""
India,United States,Exports of goods,Other,2013-M04,""
India,Germany,Imports of goods,Other,2013-M04,""
India,Italy,Exports of goods,Other,2013-M04,""
India,France,Exports of goods,Other,2013-M04,""
India,Saudi Arabia,Exports of goods,Other,2013-M04,""
India,Qatar,Trade balance goods,Other,2013-M04,""
India,Saudi Arabia,Trade balance goods,Other,2013-M04,""
India,Qatar,Imports of goods,Other,2013-M04,""
India,Qatar,Exports of goods,Other,2013-M04,""
India,United States,Imports of goods,Other,2013-M04,""
India,Qatar,Trade balance goods,Other,2013-M05,""
India,Qatar,Exports of goods,Other,2013-M05,59.787788
India,Saudi Arabia,Exports of goods,Other,2013-M05,1029.256952
India,Saudi Arabia,Trade balance goods,Other,2013-M05,""
India,Saudi Arabia,Trade balance goods,Other,2013-M05,-2042.290391
India,Qatar,Imports of goods,Other,2013-M05,1185.648352
India,United States,Trade balance goods,Other,2013-M05,1716.339436
India,Italy,Exports of goods,Other,2013-M05,""
India,France,Trade balance goods,Other,2013-M05,""
India,France,Exports of goods,Other,2013-M05,""
India,Italy,Exports of goods,Other,2013-M05,341.289651
India,Germany,Imports of goods,Other,2013-M05,1077.765273
India,Saudi Arabia,Imports of goods,Other,2013-M05,3071.547343
India,Germany,Exports of goods,Other,2013-M05,584.826745
India,France,Imports of goods,Other,2013-M05,279.06175
India,Qatar,Imports of goods,Other,2013-M05,""
India,Saudi Arabia,Imports of goods,Other,2013-M05,""
India,France,Exports of goods,Other,2013-M05,543.668641
India,Italy,Imports of goods,Other,2013-M05,""
India,France,Imports of goods,Other,2013-M05,""
India,Italy,Trade balance goods,Other,2013-M05,-41.949589
India,Germany,Trade balance goods,Other,2013-M05,-492.938528
India,United States,Imports of goods,Other,2013-M05,""
India,United States,Imports of goods,Other,2013-M05,2057.10234
India,United States,Trade balance goods,Other,2013-M05,""
India,Germany,Exports of goods,Other,2013-M05,""
India,Germany,Imports of goods,Other,2013-M05,""
India,United States,Exports of goods,Other,2013-M05,""
India,Saudi Arabia,Exports of goods,Other,2013-M05,""
India,United States,Exports of goods,Other,2013-M05,3773.441776
India,Italy,Imports of goods,Other,2013-M05,383.23924
India,Qatar,Trade balance goods,Other,2013-M05,-1125.860564
India,Qatar,Exports of goods,Other,2013-M05,""
India,Italy,Trade balance goods,Other,2013-M05,""
India,Germany,Trade balance goods,Other,2013-M05,""
India,United States,Trade balance goods,Other,2013-M05,""
India,France,Trade balance goods,Other,2013-M05,""
India,France,Trade balance goods,Other,2013-M05,264.606891
India,Saudi Arabia,Imports of goods,Other,2013-M05,""
India,Germany,Exports of goods,Other,2013-M05,""
India,France,Imports of goods,Other,2013-M05,""
India,Italy,Imports of goods,Other,2013-M05,""
India,Germany,Trade balance goods,Other,2013-M05,""
India,Italy,Trade balance goods,Other,2013-M05,""
India,United States,Exports of goods,Other,2013-M05,""
India,Germany,Imports of goods,Other,2013-M05,""
India,Italy,Exports of goods,Other,2013-M05,""
India,France,Exports of goods,Other,2013-M05,""
India,Saudi Arabia,Exports of goods,Other,2013-M05,""
India,Qatar,Trade balance goods,Other,2013-M05,""
India,Saudi Arabia,Trade balance goods,Other,2013-M05,""
India,Qatar,Imports of goods,Other,2013-M05,""
India,Qatar,Exports of goods,Other,2013-M05,""
India,United States,Imports of goods,Other,2013-M05,""
India,Qatar,Trade balance goods,Other,2013-M06,""
India,Qatar,Exports of goods,Other,2013-M06,56.41715
India,Saudi Arabia,Exports of goods,Other,2013-M06,855.058029
India,Saudi Arabia,Trade balance goods,Other,2013-M06,""
India,Saudi Arabia,Trade balance goods,Other,2013-M06,-1346.645178
India,Qatar,Imports of goods,Other,2013-M06,1189.490722
India,United States,Trade balance goods,Other,2013-M06,859.212687
India,Italy,Exports of goods,Other,2013-M06,""
India,France,Trade balance goods,Other,2013-M06,""
India,France,Exports of goods,Other,2013-M06,""
India,Italy,Exports of goods,Other,2013-M06,513.95986
India,Germany,Imports of goods,Other,2013-M06,1045.189254
India,Saudi Arabia,Imports of goods,Other,2013-M06,2201.703207
India,Germany,Exports of goods,Other,2013-M06,622.412374
India,France,Imports of goods,Other,2013-M06,305.918575
India,Qatar,Imports of goods,Other,2013-M06,""
India,Saudi Arabia,Imports of goods,Other,2013-M06,""
India,France,Exports of goods,Other,2013-M06,388.480451
India,Italy,Imports of goods,Other,2013-M06,""
India,France,Imports of goods,Other,2013-M06,""
India,Italy,Trade balance goods,Other,2013-M06,154.070263
India,Germany,Trade balance goods,Other,2013-M06,-422.77688
India,United States,Imports of goods,Other,2013-M06,""
India,United States,Imports of goods,Other,2013-M06,2188.143478
India,United States,Trade balance goods,Other,2013-M06,""
India,Germany,Exports of goods,Other,2013-M06,""
India,Germany,Imports of goods,Other,2013-M06,""
India,United States,Exports of goods,Other,2013-M06,""
India,Saudi Arabia,Exports of goods,Other,2013-M06,""
India,United States,Exports of goods,Other,2013-M06,3047.356165
India,Italy,Imports of goods,Other,2013-M06,359.889597
India,Qatar,Trade balance goods,Other,2013-M06,-1133.073572
India,Qatar,Exports of goods,Other,2013-M06,""
India,Italy,Trade balance goods,Other,2013-M06,""
India,Germany,Trade balance goods,Other,2013-M06,""
India,United States,Trade balance goods,Other,2013-M06,""
India,France,Trade balance goods,Other,2013-M06,""
India,France,Trade balance goods,Other,2013-M06,82.561876
India,Saudi Arabia,Imports of goods,Other,2013-M06,""
India,Germany,Exports of goods,Other,2013-M06,""
India,France,Imports of goods,Other,2013-M06,""
India,Italy,Imports of goods,Other,2013-M06,""
India,Germany,Trade balance goods,Other,2013-M06,""
India,Italy,Trade balance goods,Other,2013-M06,""
India,United States,Exports of goods,Other,2013-M06,""
India,Germany,Imports of goods,Other,2013-M06,""
India,Italy,Exports of goods,Other,2013-M06,""
India,France,Exports of goods,Other,2013-M06,""
India,Saudi Arabia,Exports of goods,Other,2013-M06,""
India,Qatar,Trade balance goods,Other,2013-M06,""
India,Saudi Arabia,Trade balance goods,Other,2013-M06,""
India,Qatar,Imports of goods,Other,2013-M06,""
India,Qatar,Exports of goods,Other,2013-M06,""
India,United States,Imports of goods,Other,2013-M06,""
India,Qatar,Trade balance goods,Other,2013-M07,""
India,Qatar,Exports of goods,Other,2013-M07,59.364821
India,Saudi Arabia,Exports of goods,Other,2013-M07,1214.200247
India,Saudi Arabia,Trade balance goods,Other,2013-M07,""
India,Saudi Arabia,Trade balance goods,Other,2013-M07,-1964.92035
India,Qatar,Imports of goods,Other,2013-M07,1145.918144
India,United States,Trade balance goods,Other,2013-M07,624.586253
India,Italy,Exports of goods,Other,2013-M07,""
India,France,Trade balance goods,Other,2013-M07,""
India,France,Exports of goods,Other,2013-M07,""
India,Italy,Exports of goods,Other,2013-M07,321.56908
India,Germany,Imports of goods,Other,2013-M07,1164.464416
India,Saudi Arabia,Imports of goods,Other,2013-M07,3179.120597
India,Germany,Exports of goods,Other,2013-M07,645.666012
India,France,Imports of goods,Other,2013-M07,315.914894
India,Qatar,Imports of goods,Other,2013-M07,""
India,Saudi Arabia,Imports of goods,Other,2013-M07,""
India,France,Exports of goods,Other,2013-M07,423.363394
India,Italy,Imports of goods,Other,2013-M07,""
India,France,Imports of goods,Other,2013-M07,""
India,Italy,Trade balance goods,Other,2013-M07,-2.830486
India,Germany,Trade balance goods,Other,2013-M07,-518.798404
India,United States,Imports of goods,Other,2013-M07,""
India,United States,Imports of goods,Other,2013-M07,2622.823147
India,United States,Trade balance goods,Other,2013-M07,""
India,Germany,Exports of goods,Other,2013-M07,""
India,Germany,Imports of goods,Other,2013-M07,""
India,United States,Exports of goods,Other,2013-M07,""
India,Saudi Arabia,Exports of goods,Other,2013-M07,""
India,United States,Exports of goods,Other,2013-M07,3247.4094
India,Italy,Imports of goods,Other,2013-M07,324.399566
India,Qatar,Trade balance goods,Other,2013-M07,-1086.553323
India,Qatar,Exports of goods,Other,2013-M07,""
India,Italy,Trade balance goods,Other,2013-M07,""
India,Germany,Trade balance goods,Other,2013-M07,""
India,United States,Trade balance goods,Other,2013-M07,""
India,France,Trade balance goods,Other,2013-M07,""
India,France,Trade balance goods,Other,2013-M07,107.4485
India,Saudi Arabia,Imports of goods,Other,2013-M07,""
India,Germany,Exports of goods,Other,2013-M07,""
India,France,Imports of goods,Other,2013-M07,""
India,Italy,Imports of goods,Other,2013-M07,""
India,Germany,Trade balance goods,Other,2013-M07,""
India,Italy,Trade balance goods,Other,2013-M07,""
India,United States,Exports of goods,Other,2013-M07,""
India,Germany,Imports of goods,Other,2013-M07,""
India,Italy,Exports of goods,Other,2013-M07,""
India,France,Exports of goods,Other,2013-M07,""
India,Saudi Arabia,Exports of goods,Other,2013-M07,""
India,Qatar,Trade balance goods,Other,2013-M07,""
India,Saudi Arabia,Trade balance goods,Other,2013-M07,""
India,Qatar,Imports of goods,Other,2013-M07,""
India,Qatar,Exports of goods,Other,2013-M07,""
India,United States,Imports of goods,Other,2013-M07,""
India,Qatar,Trade balance goods,Other,2013-M08,""
India,Qatar,Exports of goods,Other,2013-M08,50.289547
India,Saudi Arabia,Exports of goods,Other,2013-M08,1285.031674
India,Saudi Arabia,Trade balance goods,Other,2013-M08,""
India,Saudi Arabia,Trade balance goods,Other,2013-M08,-2194.8204
India,Qatar,Imports of goods,Other,2013-M08,1313.030519
India,United States,Trade balance goods,Other,2013-M08,1490.798457
India,Italy,Exports of goods,Other,2013-M08,""
India,France,Trade balance goods,Other,2013-M08,""
India,France,Exports of goods,Other,2013-M08,""
India,Italy,Exports of goods,Other,2013-M08,459.061539
India,Germany,Imports of goods,Other,2013-M08,1103.93422
India,Saudi Arabia,Imports of goods,Other,2013-M08,3479.852074
India,Germany,Exports of goods,Other,2013-M08,634.03216
India,France,Imports of goods,Other,2013-M08,404.050017
India,Qatar,Imports of goods,Other,2013-M08,""
India,Saudi Arabia,Imports of goods,Other,2013-M08,""
India,France,Exports of goods,Other,2013-M08,359.897884
India,Italy,Imports of goods,Other,2013-M08,""
India,France,Imports of goods,Other,2013-M08,""
India,Italy,Trade balance goods,Other,2013-M08,110.878578
India,Germany,Trade balance goods,Other,2013-M08,-469.90206
India,United States,Imports of goods,Other,2013-M08,""
India,United States,Imports of goods,Other,2013-M08,1958.421093
India,United States,Trade balance goods,Other,2013-M08,""
India,Germany,Exports of goods,Other,2013-M08,""
India,Germany,Imports of goods,Other,2013-M08,""
India,United States,Exports of goods,Other,2013-M08,""
India,Saudi Arabia,Exports of goods,Other,2013-M08,""
India,United States,Exports of goods,Other,2013-M08,3449.21955
India,Italy,Imports of goods,Other,2013-M08,348.182961
India,Qatar,Trade balance goods,Other,2013-M08,-1262.740972
India,Qatar,Exports of goods,Other,2013-M08,""
India,Italy,Trade balance goods,Other,2013-M08,""
India,Germany,Trade balance goods,Other,2013-M08,""
India,United States,Trade balance goods,Other,2013-M08,""
India,France,Trade balance goods,Other,2013-M08,""
India,France,Trade balance goods,Other,2013-M08,-44.152133
India,Saudi Arabia,Imports of goods,Other,2013-M08,""
India,Germany,Exports of goods,Other,2013-M08,""
India,France,Imports of goods,Other,2013-M08,""
India,Italy,Imports of goods,Other,2013-M08,""
India,Germany,Trade balance goods,Other,2013-M08,""
India,Italy,Trade balance goods,Other,2013-M08,""
India,United States,Exports of goods,Other,2013-M08,""
India,Germany,Imports of goods,Other,2013-M08,""
India,Italy,Exports of goods,Other,2013-M08,""
India,France,Exports of goods,Other,2013-M08,""
India,Saudi Arabia,Exports of goods,Other,2013-M08,""
India,Qatar,Trade balance goods,Other,2013-M08,""
India,Saudi Arabia,Trade balance goods,Other,2013-M08,""
India,Qatar,Imports of goods,Other,2013-M08,""
India,Qatar,Exports of goods,Other,2013-M08,""
India,United States,Imports of goods,Other,2013-M08,""
India,Qatar,Trade balance goods,Other,2013-M09,""
India,Qatar,Exports of goods,Other,2013-M09,46.997516
India,Saudi Arabia,Exports of goods,Other,2013-M09,1104.389444
India,Saudi Arabia,Trade balance goods,Other,2013-M09,""
India,Saudi Arabia,Trade balance goods,Other,2013-M09,-1856.716696
India,Qatar,Imports of goods,Other,2013-M09,1174.945411
India,United States,Trade balance goods,Other,2013-M09,1654.73148
India,Italy,Exports of goods,Other,2013-M09,""
India,France,Trade balance goods,Other,2013-M09,""
India,France,Exports of goods,Other,2013-M09,""
India,Italy,Exports of goods,Other,2013-M09,348.549875
India,Germany,Imports of goods,Other,2013-M09,966.972551
India,Saudi Arabia,Imports of goods,Other,2013-M09,2961.10614
India,Germany,Exports of goods,Other,2013-M09,598.814988
India,France,Imports of goods,Other,2013-M09,293.236562
India,Qatar,Imports of goods,Other,2013-M09,""
India,Saudi Arabia,Imports of goods,Other,2013-M09,""
India,France,Exports of goods,Other,2013-M09,613.056285
India,Italy,Imports of goods,Other,2013-M09,""
India,France,Imports of goods,Other,2013-M09,""
India,Italy,Trade balance goods,Other,2013-M09,13.415433
India,Germany,Trade balance goods,Other,2013-M09,-368.157563
India,United States,Imports of goods,Other,2013-M09,""
India,United States,Imports of goods,Other,2013-M09,1664.800988
India,United States,Trade balance goods,Other,2013-M09,""
India,Germany,Exports of goods,Other,2013-M09,""
India,Germany,Imports of goods,Other,2013-M09,""
India,United States,Exports of goods,Other,2013-M09,""
India,Saudi Arabia,Exports of goods,Other,2013-M09,""
India,United States,Exports of goods,Other,2013-M09,3319.532468
India,Italy,Imports of goods,Other,2013-M09,335.134442
India,Qatar,Trade balance goods,Other,2013-M09,-1127.947895
India,Qatar,Exports of goods,Other,2013-M09,""
India,Italy,Trade balance goods,Other,2013-M09,""
India,Germany,Trade balance goods,Other,2013-M09,""
India,United States,Trade balance goods,Other,2013-M09,""
India,France,Trade balance goods,Other,2013-M09,""
India,France,Trade balance goods,Other,2013-M09,319.819723
India,Saudi Arabia,Imports of goods,Other,2013-M09,""
India,Germany,Exports of goods,Other,2013-M09,""
India,France,Imports of goods,Other,2013-M09,""
India,Italy,Imports of goods,Other,2013-M09,""
India,Germany,Trade balance goods,Other,2013-M09,""
India,Italy,Trade balance goods,Other,2013-M09,""
India,United States,Exports of goods,Other,2013-M09,""
India,Germany,Imports of goods,Other,2013-M09,""
India,Italy,Exports of goods,Other,2013-M09,""
India,France,Exports of goods,Other,2013-M09,""
India,Saudi Arabia,Exports of goods,Other,2013-M09,""
India,Qatar,Trade balance goods,Other,2013-M09,""
India,Saudi Arabia,Trade balance goods,Other,2013-M09,""
India,Qatar,Imports of goods,Other,2013-M09,""
India,Qatar,Exports of goods,Other,2013-M09,""
India,United States,Imports of goods,Other,2013-M09,""
India,Qatar,Trade balance goods,Other,2013-M10,""
India,Qatar,Exports of goods,Other,2013-M10,62.19847
India,Saudi Arabia,Exports of goods,Other,2013-M10,898.856893
India,Saudi Arabia,Trade balance goods,Other,2013-M10,""
India,Saudi Arabia,Trade balance goods,Other,2013-M10,-2502.946426
India,Qatar,Imports of goods,Other,2013-M10,1200.123339
India,United States,Trade balance goods,Other,2013-M10,1478.188018
India,Italy,Exports of goods,Other,2013-M10,""
India,France,Trade balance goods,Other,2013-M10,""
India,France,Exports of goods,Other,2013-M10,""
India,Italy,Exports of goods,Other,2013-M10,508.632267
India,Germany,Imports of goods,Other,2013-M10,1147.645359
India,Saudi Arabia,Imports of goods,Other,2013-M10,3401.803319
India,Germany,Exports of goods,Other,2013-M10,605.264198
India,France,Imports of goods,Other,2013-M10,344.392201
India,Qatar,Imports of goods,Other,2013-M10,""
India,Saudi Arabia,Imports of goods,Other,2013-M10,""
India,France,Exports of goods,Other,2013-M10,433.61614
India,Italy,Imports of goods,Other,2013-M10,""
India,France,Imports of goods,Other,2013-M10,""
India,Italy,Trade balance goods,Other,2013-M10,211.785672
India,Germany,Trade balance goods,Other,2013-M10,-542.381161
India,United States,Imports of goods,Other,2013-M10,""
India,United States,Imports of goods,Other,2013-M10,1895.894609
India,United States,Trade balance goods,Other,2013-M10,""
India,Germany,Exports of goods,Other,2013-M10,""
India,Germany,Imports of goods,Other,2013-M10,""
India,United States,Exports of goods,Other,2013-M10,""
India,Saudi Arabia,Exports of goods,Other,2013-M10,""
India,United States,Exports of goods,Other,2013-M10,3374.082627
India,Italy,Imports of goods,Other,2013-M10,296.846595
India,Qatar,Trade balance goods,Other,2013-M10,-1137.924869
India,Qatar,Exports of goods,Other,2013-M10,""
India,Italy,Trade balance goods,Other,2013-M10,""
India,Germany,Trade balance goods,Other,2013-M10,""
India,United States,Trade balance goods,Other,2013-M10,""
India,France,Trade balance goods,Other,2013-M10,""
India,France,Trade balance goods,Other,2013-M10,89.223939
India,Saudi Arabia,Imports of goods,Other,2013-M10,""
India,Germany,Exports of goods,Other,2013-M10,""
India,France,Imports of goods,Other,2013-M10,""
India,Italy,Imports of goods,Other,2013-M10,""
India,Germany,Trade balance goods,Other,2013-M10,""
India,Italy,Trade balance goods,Other,2013-M10,""
India,United States,Exports of goods,Other,2013-M10,""
India,Germany,Imports of goods,Other,2013-M10,""
India,Italy,Exports of goods,Other,2013-M10,""
India,France,Exports of goods,Other,2013-M10,""
India,Saudi Arabia,Exports of goods,Other,2013-M10,""
India,Qatar,Trade balance goods,Other,2013-M10,""
India,Saudi Arabia,Trade balance goods,Other,2013-M10,""
India,Qatar,Imports of goods,Other,2013-M10,""
India,Qatar,Exports of goods,Other,2013-M10,""
India,United States,Imports of goods,Other,2013-M10,""
India,Qatar,Trade balance goods,Other,2013-M11,""
India,Qatar,Exports of goods,Other,2013-M11,71.079254
India,Saudi Arabia,Exports of goods,Other,2013-M11,816.012066
India,Saudi Arabia,Trade balance goods,Other,2013-M11,""
India,Saudi Arabia,Trade balance goods,Other,2013-M11,-2009.876518
India,Qatar,Imports of goods,Other,2013-M11,1342.297284
India,United States,Trade balance goods,Other,2013-M11,1200.993881
India,Italy,Exports of goods,Other,2013-M11,""
India,France,Trade balance goods,Other,2013-M11,""
India,France,Exports of goods,Other,2013-M11,""
India,Italy,Exports of goods,Other,2013-M11,349.560106
India,Germany,Imports of goods,Other,2013-M11,994.654783
India,Saudi Arabia,Imports of goods,Other,2013-M11,2825.888584
India,Germany,Exports of goods,Other,2013-M11,534.860474
India,France,Imports of goods,Other,2013-M11,254.246348
India,Qatar,Imports of goods,Other,2013-M11,""
India,Saudi Arabia,Imports of goods,Other,2013-M11,""
India,France,Exports of goods,Other,2013-M11,386.558785
India,Italy,Imports of goods,Other,2013-M11,""
India,France,Imports of goods,Other,2013-M11,""
India,Italy,Trade balance goods,Other,2013-M11,20.292922
India,Germany,Trade balance goods,Other,2013-M11,-459.794309
India,United States,Imports of goods,Other,2013-M11,""
India,United States,Imports of goods,Other,2013-M11,1674.900601
India,United States,Trade balance goods,Other,2013-M11,""
India,Germany,Exports of goods,Other,2013-M11,""
India,Germany,Imports of goods,Other,2013-M11,""
India,United States,Exports of goods,Other,2013-M11,""
India,Saudi Arabia,Exports of goods,Other,2013-M11,""
India,United States,Exports of goods,Other,2013-M11,2875.894482
India,Italy,Imports of goods,Other,2013-M11,329.267184
India,Qatar,Trade balance goods,Other,2013-M11,-1271.21803
India,Qatar,Exports of goods,Other,2013-M11,""
India,Italy,Trade balance goods,Other,2013-M11,""
India,Germany,Trade balance goods,Other,2013-M11,""
India,United States,Trade balance goods,Other,2013-M11,""
India,France,Trade balance goods,Other,2013-M11,""
India,France,Trade balance goods,Other,2013-M11,132.312437
India,Saudi Arabia,Imports of goods,Other,2013-M11,""
India,Germany,Exports of goods,Other,2013-M11,""
India,France,Imports of goods,Other,2013-M11,""
India,Italy,Imports of goods,Other,2013-M11,""
India,Germany,Trade balance goods,Other,2013-M11,""
India,Italy,Trade balance goods,Other,2013-M11,""
India,United States,Exports of goods,Other,2013-M11,""
India,Germany,Imports of goods,Other,2013-M11,""
India,Italy,Exports of goods,Other,2013-M11,""
India,France,Exports of goods,Other,2013-M11,""
India,Saudi Arabia,Exports of goods,Other,2013-M11,""
India,Qatar,Trade balance goods,Other,2013-M11,""
India,Saudi Arabia,Trade balance goods,Other,2013-M11,""
India,Qatar,Imports of goods,Other,2013-M11,""
India,Qatar,Exports of goods,Other,2013-M11,""
India,United States,Imports of goods,Other,2013-M11,""
India,Qatar,Trade balance goods,Other,2013-M12,""
India,Qatar,Exports of goods,Other,2013-M12,64.896761
India,Saudi Arabia,Exports of goods,Other,2013-M12,564.531539
India,Saudi Arabia,Trade balance goods,Other,2013-M12,""
India,Saudi Arabia,Trade balance goods,Other,2013-M12,-2501.971567
India,Qatar,Imports of goods,Other,2013-M12,1174.718106
India,United States,Trade balance goods,Other,2013-M12,1507.918347
India,Italy,Exports of goods,Other,2013-M12,""
India,France,Trade balance goods,Other,2013-M12,""
India,France,Exports of goods,Other,2013-M12,""
India,Italy,Exports of goods,Other,2013-M12,507.34234
India,Germany,Imports of goods,Other,2013-M12,1210.855573
India,Saudi Arabia,Imports of goods,Other,2013-M12,3066.503106
India,Germany,Exports of goods,Other,2013-M12,661.995142
India,France,Imports of goods,Other,2013-M12,268.664601
India,Qatar,Imports of goods,Other,2013-M12,""
India,Saudi Arabia,Imports of goods,Other,2013-M12,""
India,France,Exports of goods,Other,2013-M12,425.140034
India,Italy,Imports of goods,Other,2013-M12,""
India,France,Imports of goods,Other,2013-M12,""
India,Italy,Trade balance goods,Other,2013-M12,151.20358
India,Germany,Trade balance goods,Other,2013-M12,-548.860431
India,United States,Imports of goods,Other,2013-M12,""
India,United States,Imports of goods,Other,2013-M12,1575.722719
India,United States,Trade balance goods,Other,2013-M12,""
India,Germany,Exports of goods,Other,2013-M12,""
India,Germany,Imports of goods,Other,2013-M12,""
India,United States,Exports of goods,Other,2013-M12,""
India,Saudi Arabia,Exports of goods,Other,2013-M12,""
India,United States,Exports of goods,Other,2013-M12,3083.641066
India,Italy,Imports of goods,Other,2013-M12,356.13876
India,Qatar,Trade balance goods,Other,2013-M12,-1109.821345
India,Qatar,Exports of goods,Other,2013-M12,""
India,Italy,Trade balance goods,Other,2013-M12,""
India,Germany,Trade balance goods,Other,2013-M12,""
India,United States,Trade balance goods,Other,2013-M12,""
India,France,Trade balance goods,Other,2013-M12,""
India,France,Trade balance goods,Other,2013-M12,156.475433
India,Saudi Arabia,Imports of goods,Other,2013-M12,""
India,Germany,Exports of goods,Other,2013-M12,""
India,France,Imports of goods,Other,2013-M12,""
India,Italy,Imports of goods,Other,2013-M12,""
India,Germany,Trade balance goods,Other,2013-M12,""
India,Italy,Trade balance goods,Other,2013-M12,""
India,United States,Exports of goods,Other,2013-M12,""
India,Germany,Imports of goods,Other,2013-M12,""
India,Italy,Exports of goods,Other,2013-M12,""
India,France,Exports of goods,Other,2013-M12,""
India,Saudi Arabia,Exports of goods,Other,2013-M12,""
India,Qatar,Trade balance goods,Other,2013-M12,""
India,Saudi Arabia,Trade balance goods,Other,2013-M12,""
India,Qatar,Imports of goods,Other,2013-M12,""
India,Qatar,Exports of goods,Other,2013-M12,""
India,United States,Imports of goods,Other,2013-M12,""
India,Qatar,Trade balance goods,Other,2014-M01,""
India,Qatar,Exports of goods,Other,2014-M01,334.188072
India,Saudi Arabia,Exports of goods,Other,2014-M01,957.87996
India,Saudi Arabia,Trade balance goods,Other,2014-M01,""
India,Saudi Arabia,Trade balance goods,Other,2014-M01,-2025.118134
India,Qatar,Imports of goods,Other,2014-M01,1360.011236
India,United States,Trade balance goods,Other,2014-M01,1684.820154
India,Italy,Exports of goods,Other,2014-M01,""
India,France,Trade balance goods,Other,2014-M01,""
India,France,Exports of goods,Other,2014-M01,""
India,Italy,Exports of goods,Other,2014-M01,445.203124
India,Germany,Imports of goods,Other,2014-M01,1060.638407
India,Saudi Arabia,Imports of goods,Other,2014-M01,2982.998094
India,Germany,Exports of goods,Other,2014-M01,690.036243
India,France,Imports of goods,Other,2014-M01,266.428469
India,Qatar,Imports of goods,Other,2014-M01,""
India,Saudi Arabia,Imports of goods,Other,2014-M01,""
India,France,Exports of goods,Other,2014-M01,456.872501
India,Italy,Imports of goods,Other,2014-M01,""
India,France,Imports of goods,Other,2014-M01,""
India,Italy,Trade balance goods,Other,2014-M01,23.931393
India,Germany,Trade balance goods,Other,2014-M01,-370.602164
India,United States,Imports of goods,Other,2014-M01,""
India,United States,Imports of goods,Other,2014-M01,1562.428782
India,United States,Trade balance goods,Other,2014-M01,""
India,Germany,Exports of goods,Other,2014-M01,""
India,Germany,Imports of goods,Other,2014-M01,""
India,United States,Exports of goods,Other,2014-M01,""
India,Saudi Arabia,Exports of goods,Other,2014-M01,""
India,United States,Exports of goods,Other,2014-M01,3247.248936
India,Italy,Imports of goods,Other,2014-M01,421.271731
India,Qatar,Trade balance goods,Other,2014-M01,-1025.823164
India,Qatar,Exports of goods,Other,2014-M01,""
India,Italy,Trade balance goods,Other,2014-M01,""
India,Germany,Trade balance goods,Other,2014-M01,""
India,United States,Trade balance goods,Other,2014-M01,""
India,France,Trade balance goods,Other,2014-M01,""
India,France,Trade balance goods,Other,2014-M01,190.444032
India,Saudi Arabia,Imports of goods,Other,2014-M01,""
India,Germany,Exports of goods,Other,2014-M01,""
India,France,Imports of goods,Other,2014-M01,""
India,Italy,Imports of goods,Other,2014-M01,""
India,Germany,Trade balance goods,Other,2014-M01,""
India,Italy,Trade balance goods,Other,2014-M01,""
India,United States,Exports of goods,Other,2014-M01,""
India,Germany,Imports of goods,Other,2014-M01,""
India,Italy,Exports of goods,Other,2014-M01,""
India,France,Exports of goods,Other,2014-M01,""
India,Saudi Arabia,Exports of goods,Other,2014-M01,""
India,Qatar,Trade balance goods,Other,2014-M01,""
India,Saudi Arabia,Trade balance goods,Other,2014-M01,""
India,Qatar,Imports of goods,Other,2014-M01,""
India,Qatar,Exports of goods,Other,2014-M01,""
India,United States,Imports of goods,Other,2014-M01,""
India,Qatar,Trade balance goods,Other,2014-M02,""
India,Qatar,Exports of goods,Other,2014-M02,68.688702
India,Saudi Arabia,Exports of goods,Other,2014-M02,944.721444
India,Saudi Arabia,Trade balance goods,Other,2014-M02,""
India,Saudi Arabia,Trade balance goods,Other,2014-M02,-1405.442202
India,Qatar,Imports of goods,Other,2014-M02,1636.568801
India,United States,Trade balance goods,Other,2014-M02,1476.58667
India,Italy,Exports of goods,Other,2014-M02,""
India,France,Trade balance goods,Other,2014-M02,""
India,France,Exports of goods,Other,2014-M02,""
India,Italy,Exports of goods,Other,2014-M02,402.010717
India,Germany,Imports of goods,Other,2014-M02,894.317476
India,Saudi Arabia,Imports of goods,Other,2014-M02,2350.163646
India,Germany,Exports of goods,Other,2014-M02,639.575471
India,France,Imports of goods,Other,2014-M02,216.087763
India,Qatar,Imports of goods,Other,2014-M02,""
India,Saudi Arabia,Imports of goods,Other,2014-M02,""
India,France,Exports of goods,Other,2014-M02,444.03142
India,Italy,Imports of goods,Other,2014-M02,""
India,France,Imports of goods,Other,2014-M02,""
India,Italy,Trade balance goods,Other,2014-M02,78.226582
India,Germany,Trade balance goods,Other,2014-M02,-254.742005
